increases^ADP-ribosylation	aroclor 1242	DPP4	0.7279474932937622	
decreases^metabolic processing	Ly-364947	TMPRSS4	0.6753460764884949
decreases^metabolic processing	Rapeseed Oil	TMPRSS4	0.6753460764884949
decreases^metabolic processing	S-pentachlorobuta-1,3-dien-yl-cysteine	TMPRSS4	0.6753460764884949
decreases^metabolic processing	Tranylcypromine	CD9	0.6753396987915039
decreases^metabolic processing	dysidenin	CD9	0.6753396987915039
decreases^metabolic processing	RG7112	TIPARP	0.6753153800964355
decreases^metabolic processing	beta-eudesmol	TIPARP	0.6753153800964355
decreases^metabolic processing	potassium iodate	TIPARP	0.6753153800964355
decreases^metabolic processing	prulifloxacin	TMPRSS4	0.6752868890762329
decreases^metabolic processing	perilla seed oil	TMPRSS4	0.6752868890762329
decreases^metabolic processing	16,16-Dimethylprostaglandin E2	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	Selenium Compounds	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	4-cresol sulfate	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	cucurbitacin IIa	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	Galactosamine	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	propiverine	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	anacardic acid	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	cyclohexene oxide	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	alpha-Fetoproteins	TMPRSS11A	0.6752773523330688
decreases^metabolic processing	1alpha,20-dihydroxyvitamin D3	DPP4	0.6752724647521973
decreases^metabolic processing	SC 58560	DPP4	0.6752724647521973
decreases^metabolic processing	dichlorfop-methyl	TMPRSS11A	0.6752684712409973
decreases^metabolic processing	XMU-MP-1	DPP4	0.6752656102180481
decreases^metabolic processing	menthone	DPP4	0.6752656102180481
decreases^metabolic processing	2-hydroxyestradiol	TIPARP	0.6752530932426453
decreases^metabolic processing	Nickel	TIPARP	0.6752530932426453
decreases^metabolic processing	CDRI-97-78	DPP4	0.6752455234527588
decreases^metabolic processing	Tranylcypromine	TMPRSS11A	0.6752442121505737
decreases^metabolic processing	3-(2-methoxybenzylamino)-2-phenylpiperidine	TMPRSS11A	0.6752275824546814
decreases^metabolic processing	S-(2,4-dinitrophenyl)glutathione	TMPRSS11A	0.6752275824546814
decreases^metabolic processing	ferulic acid	TMPRSS11A	0.6752275824546814
decreases^metabolic processing	Vanadates	DPP4	0.6752254962921143
decreases^metabolic processing	L 709049	DPP4	0.6752254962921143
decreases^metabolic processing	methamidophos	DPP4	0.6752254962921143
decreases^metabolic processing	EUK-134	DPP4	0.6752254962921143
decreases^metabolic processing	1,2,5,6-dibenzanthracene	DPP4	0.6752254962921143
decreases^metabolic processing	XMU-MP-1	CD9	0.6752223372459412
decreases^metabolic processing	Lorazepam	TMPRSS11A	0.6751993894577026
decreases^metabolic processing	1-(1-dimethylaminomethyl-5-methoxybenzocyclobutan-1-yl)cyclohexanol	TMPRSS11A	0.6751993894577026
decreases^metabolic processing	SK&F 77434	TMPRSS4	0.6751930713653564
decreases^metabolic processing	pyridine-4-aldoxime	TIPARP	0.6751860976219177
decreases^metabolic processing	tocopheryloxybutyric acid	CD9	0.6751852035522461
decreases^metabolic processing	bucillamine	DPP4	0.6751818656921387
decreases^metabolic processing	5-chlorotryptamine	DPP4	0.6751818656921387
decreases^metabolic processing	5-n-butyl-pyrazolo(1,5-a)pyrimidine	DPP4	0.6751818656921387
decreases^metabolic processing	ergocryptine	DPP4	0.6751818656921387
decreases^metabolic processing	tectoridin	DPP4	0.6751818656921387
decreases^metabolic processing	Trinitrotoluene	DPP4	0.6751818656921387
decreases^metabolic processing	Thymidine Monophosphate	DPP4	0.6751818656921387
decreases^metabolic processing	SK&F 77434	DPP4	0.6751500368118286
decreases^metabolic processing	RG7112	DPP4	0.6751410961151123
decreases^metabolic processing	caraway oil	DPP4	0.6751410961151123
decreases^metabolic processing	potassium iodate	DPP4	0.6751410961151123
decreases^metabolic processing	Cilomilast	TMPRSS4	0.6751378774642944
decreases^metabolic processing	1alpha,20-dihydroxyvitamin D3	TMPRSS11A	0.6751356720924377
decreases^metabolic processing	SC 58560	TMPRSS11A	0.6751356720924377
decreases^metabolic processing	menthone	TMPRSS11A	0.6751269698143005
decreases^metabolic processing	Nickel	TMPRSS4	0.675121545791626
decreases^metabolic processing	Cilomilast	DPP4	0.6750941872596741
decreases^metabolic processing	diethyl malate	DPP4	0.6750941872596741
decreases^metabolic processing	nootkatone	DPP4	0.6750941872596741
decreases^metabolic processing	Chloroquine	TMPRSS11A	0.6750877499580383
decreases^metabolic processing	L 709049	TMPRSS11A	0.6750877499580383
decreases^metabolic processing	methamidophos	TMPRSS11A	0.6750877499580383
decreases^metabolic processing	2-hydroxyestradiol	DPP4	0.6750763058662415
decreases^metabolic processing	4-methylumbelliferyl beta-D-ribopyranoside	TMPRSS2	0.6750675439834595
decreases^metabolic processing	pyridine-4-aldoxime	TMPRSS4	0.6750545501708984
decreases^metabolic processing	plant extract, Puerariae Radix	TMPRSS2	0.6750311851501465
decreases^metabolic processing	1-O-hexyl-2,3,5-trimethylhydroquinone	TMPRSS2	0.6750311851501465
decreases^metabolic processing	fructooligosaccharide	TMPRSS2	0.6750311851501465
decreases^metabolic processing	8-azidoadenosine diphosphate	TMPRSS2	0.6750311851501465
decreases^metabolic processing	pyridine-4-aldoxime	DPP4	0.6750101447105408
decreases^metabolic processing	SU 11657	TMPRSS2	0.6749315857887268
decreases^metabolic processing	CP 320626	TMPRSS2	0.6749202013015747
decreases^metabolic processing	avobenzone	TMPRSS2	0.6749202013015747
decreases^metabolic processing	Oleylethanolamide	TMPRSS2	0.6749202013015747
decreases^metabolic processing	Dodecanol	TMPRSS2	0.6749202013015747
decreases^metabolic processing	nitroaspirin	TMPRSS2	0.6749202013015747
decreases^metabolic processing	glutathione sulfinamide	TMPRSS2	0.6748942732810974
decreases^metabolic processing	Acetylgalactosamine	TMPRSS2	0.6748942732810974
decreases^metabolic processing	Ceruletide	TMPRSS2	0.6748861074447632
decreases^metabolic processing	2-(phosphonomethyl)pentanedioic acid	TMPRSS2	0.6748861074447632
decreases^metabolic processing	1alpha,20-dihydroxyvitamin D3	TMPRSS2	0.6748080253601074
decreases^metabolic processing	CDRI-97-78	TMPRSS2	0.6747804880142212
increases^sulfation	N-(4-fluorophenylsulfonyl)-L-valyl-L-leucinal	CD9	0.6745659708976746
increases^sulfation	ferric sulfate	CD9	0.6745659708976746
increases^sulfation	KB R7785	CD9	0.6745604276657104
increases^sulfation	Nomifensine	CD9	0.6745591163635254
increases^sulfation	Tropolone	CD9	0.6745578646659851
increases^sulfation	aminocarb	CD9	0.6745578646659851
increases^sulfation	lonafarnib	CD9	0.6745578646659851
increases^sulfation	Asbestos, Amosite	CD9	0.6745578646659851
increases^sulfation	mitozolomide	CD9	0.6745578646659851
increases^sulfation	4-oxoretinoic acid	CD9	0.6745578646659851
increases^sulfation	Glutaral	CD9	0.6745557188987732
increases^sulfation	alsterpaullone	CD9	0.6745521426200867
increases^sulfation	cryptotanshinone	CD9	0.6745458841323853
increases^sulfation	5-chloro-2-(3-(4-phenyl-3,6-dihydro-1(2H)-pyridinyl)propyl)-4(3H)-quinazolinone	CD9	0.6745458841323853
increases^sulfation	auriculasin	CD9	0.6745457649230957
increases^sulfation	L 655,708	TMPRSS11A	0.674272358417511
increases^sulfation	diphenidol	TMPRSS11A	0.674272358417511
increases^sulfation	diphenidol	TMPRSS2	0.6742622256278992
increases^sulfation	KB R7785	TMPRSS11A	0.6742609143257141
increases^sulfation	Nomifensine	TMPRSS11A	0.6742591261863708
increases^sulfation	hachimijiogan	TMPRSS2	0.6742566227912903
increases^sulfation	ferric sulfate	TMPRSS2	0.6742563247680664
increases^sulfation	raltitrexed	TMPRSS2	0.6742563247680664
increases^sulfation	1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine	TMPRSS2	0.6742563247680664
increases^sulfation	beta-carboline-3-carboxylic acid methyl ester	TMPRSS2	0.6742563247680664
increases^sulfation	1,4-dibromobenzene	TMPRSS11A	0.6742552518844604
increases^sulfation	Valproic Acid	TMPRSS11A	0.6742552518844604
increases^sulfation	VX-745	TMPRSS11A	0.6742552518844604
increases^sulfation	6-methoxytryptoline	TMPRSS11A	0.6742552518844604
increases^sulfation	N-phenyl-1-naphthylamine	TMPRSS11A	0.6742552518844604
increases^sulfation	Antipain	TMPRSS11A	0.6742552518844604
increases^sulfation	1,24,25-trihydroxyvitamin D3	TMPRSS11A	0.6742552518844604
increases^sulfation	pyrazolone	TMPRSS11A	0.6742551326751709
increases^sulfation	alsterpaullone	TMPRSS11A	0.6742530465126038
increases^sulfation	1-nitrosocyclohexyl acetate	TMPRSS11A	0.6742525696754456
increases^sulfation	salvianolic acid C	TMPRSS11A	0.6742523908615112
increases^sulfation	1,1-bis(4-hydroxyphenyl)cyclohexane	TMPRSS11A	0.6742523908615112
increases^sulfation	18-oxocortisol	TMPRSS11A	0.6742523908615112
increases^sulfation	strontium chloride	TMPRSS2	0.6742520928382874
increases^sulfation	phosphatidylinositol 3,4-diphosphate	TMPRSS2	0.6742509603500366
increases^sulfation	parthenolide	TMPRSS2	0.6742494106292725
increases^sulfation	N-methylolacrylamide	TMPRSS2	0.6742494106292725
increases^sulfation	nitrapyrin	TMPRSS2	0.6742494106292725
increases^sulfation	phenylglycidol	TMPRSS2	0.6742494106292725
increases^sulfation	diacetyldiphenylurea bisguanylhydrazone	TMPRSS2	0.6742480993270874
increases^sulfation	Protons	TMPRSS11A	0.6742479801177979
increases^sulfation	clothianidin	TMPRSS11A	0.6742479801177979
increases^sulfation	methyl 4-tolylsulfide	TMPRSS11A	0.6742479801177979
increases^sulfation	SR 59104A	TMPRSS11A	0.6742479801177979
increases^sulfation	3-(2-cyano-3-(trifluoromethyl)phenoxy)phenyl-4,4,4-trifluoro-1-butanesulfonate	TMPRSS2	0.6742479205131531
increases^sulfation	2-methyl-4-isothiazolin-3-one	TMPRSS2	0.6742479205131531
increases^sulfation	2,6-dibromophenol	TMPRSS2	0.674247682094574
increases^sulfation	7-benzylidenenaltrexone	TMPRSS2	0.674247682094574
increases^sulfation	phenanthrene	TMPRSS2	0.674247682094574
increases^sulfation	cryptotanshinone	TMPRSS11A	0.6742464900016785
increases^sulfation	8-(3-chlorostyryl)caffeine	TMPRSS2	0.6742450594902039
increases^sulfation	pyrazolone	TMPRSS2	0.6742445230484009
increases^sulfation	Cholic Acid	TMPRSS2	0.674243152141571
increases^sulfation	herbacetin	TMPRSS2	0.674243152141571
increases^sulfation	indan	TMPRSS2	0.6742302775382996
increases^sulfation	phosphatidylinositol 3,4-diphosphate	TMPRSS4	0.6742290258407593
increases^sulfation	diacetyldiphenylurea bisguanylhydrazone	TMPRSS4	0.6742268800735474
increases^sulfation	Nomifensine	TMPRSS4	0.6742266416549683
increases^sulfation	BMS-906024	TMPRSS4	0.6742241382598877
increases^sulfation	8-(3-chlorostyryl)caffeine	TMPRSS4	0.6742234826087952
increases^sulfation	Aniline Mustard	TMPRSS4	0.6742210388183594
increases^sulfation	1-nitrosocyclohexyl acetate	TMPRSS4	0.6742202639579773
increases^sulfation	metazachlor	TMPRSS4	0.67421954870224
increases^sulfation	sodium cyanate	TMPRSS4	0.67421954870224
increases^sulfation	Equilenin	TMPRSS4	0.67421954870224
increases^sulfation	Enkephalin, D-Penicillamine (2,5)-	TMPRSS4	0.67421954870224
increases^sulfation	CCG 1423	TMPRSS4	0.67421954870224
increases^sulfation	AR-C239	TMPRSS4	0.67421954870224
increases^sulfation	2,4-dimethylphenol	TMPRSS4	0.674216091632843
increases^sulfation	previtamin D(3)	TMPRSS4	0.674216091632843
increases^sulfation	retinol acetate	TMPRSS4	0.6742112636566162
increases^sulfation	Thromboxane A2	TMPRSS4	0.6742112636566162
increases^sulfation	13-desmethylspirolide C	TMPRSS4	0.6742112636566162
increases^sulfation	indan	TMPRSS4	0.6742089986801147
increases^sulfation	beta-carboline-3-carboxylic acid methyl ester	TIPARP	0.6742084622383118
increases^sulfation	diacetyldiphenylurea bisguanylhydrazone	TIPARP	0.6742023229598999
increases^sulfation	2,6-dibromophenol	TIPARP	0.6742004752159119
increases^sulfation	diethylamine	TIPARP	0.6742004752159119
increases^sulfation	7-benzylidenenaltrexone	TIPARP	0.6742004752159119
increases^sulfation	N2,N4-dibenzylquinazoline-2,4-diamine	TIPARP	0.6741983294487
increases^sulfation	8-(3-chlorostyryl)caffeine	TIPARP	0.6741982102394104
increases^sulfation	Estrenes	TIPARP	0.6741939783096313
increases^sulfation	Insulin Glargine	TIPARP	0.6741939783096313
increases^sulfation	Aztreonam	TIPARP	0.6741939783096313
increases^sulfation	CIGB-552 peptide	TIPARP	0.6741939783096313
increases^sulfation	BI D1870	TIPARP	0.6741939783096313
increases^sulfation	alisol A 24-acetate	TIPARP	0.6741939783096313
increases^sulfation	dimethylmonothioarsinic acid	TIPARP	0.6741939783096313
increases^sulfation	brotizolam	TIPARP	0.674190878868103
increases^sulfation	previtamin D(3)	TIPARP	0.6741907000541687
increases^sulfation	quercetin 3-O-glucuronide	TIPARP	0.6741883158683777
increases^sulfation	Titanocene Y	TIPARP	0.6741853356361389
increases^sulfation	xibenolol	TIPARP	0.6741853356361389
increases^sulfation	pyrazolone	DPP4	0.6741035580635071
increases^sulfation	Cholic Acid	DPP4	0.6741020083427429
increases^sulfation	herbacetin	DPP4	0.6741020083427429
increases^sulfation	trimethyllead	DPP4	0.6741020083427429
increases^sulfation	alpha-carotene	DPP4	0.6741020083427429
increases^sulfation	Oxalates	DPP4	0.674096405506134
increases^sulfation	LY2784544	DPP4	0.674096405506134
increases^sulfation	2-amino-3-chloro-1,4-naphthoquinone	DPP4	0.674096405506134
increases^sulfation	MRS 2211	DPP4	0.674096405506134
increases^sulfation	Oleic Acid	DPP4	0.674096405506134
increases^sulfation	iron(II)-ascorbic acid complex	DPP4	0.674096405506134
increases^sulfation	3,5-dimethyl-2-(3-pyridyl)thiazolidin-4-one	DPP4	0.6740961670875549
increases^sulfation	auriculasin	DPP4	0.6740952134132385
increases^sulfation	quercetin 3-O-glucuronide	DPP4	0.6740952134132385
increases^sulfation	cryptotanshinone	DPP4	0.6740944981575012
increases^sulfation	5-chloro-2-(3-(4-phenyl-3,6-dihydro-1(2H)-pyridinyl)propyl)-4(3H)-quinazolinone	DPP4	0.6740944981575012
increases^sulfation	Thiamethoxam	DPP4	0.6740918159484863
increases^sulfation	Titanocene Y	DPP4	0.6740918159484863
decreases^localization	cevimeline	TMPRSS2	0.6739158034324646
decreases^localization	Guanylyl Imidodiphosphate	TMPRSS2	0.6739115715026855
decreases^localization	dong quai	TMPRSS2	0.673907995223999
decreases^localization	nickel sulfide	TMPRSS2	0.673907995223999
decreases^localization	isoquercitrin	TMPRSS2	0.6739060878753662
decreases^localization	iodopravadoline	TMPRSS2	0.6739001870155334
decreases^localization	1-aminocyclopentane-1,2,4-tricarboxylic acid	TMPRSS2	0.6738978028297424
decreases^localization	4-((diethylamino)sulfonyl)benzoic acid	TMPRSS2	0.6738978028297424
decreases^localization	erionite	TMPRSS2	0.6738975048065186
decreases^localization	demalonyl thyrsiflorin A	TMPRSS2	0.6738975048065186
decreases^localization	1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline	TMPRSS2	0.6738975048065186
decreases^localization	Re 80	TMPRSS2	0.6738975048065186
decreases^localization	6 beta-naloxol	TMPRSS2	0.6738975048065186
decreases^localization	N1-(n-butyl)-7-azaisoindigo	TMPRSS2	0.6738975048065186
decreases^localization	cobalt mesoporphyrin	TMPRSS2	0.6738975048065186
decreases^localization	Pyridoxamine	TMPRSS2	0.6738879084587097
decreases^localization	Tungsten Compounds	TMPRSS2	0.6738783121109009
decreases^localization	ethafluralin	TMPRSS2	0.6738783121109009
decreases^localization	ML240 compound	TMPRSS2	0.6738783121109009
decreases^localization	Pentetic Acid	TMPRSS2	0.673877477645874
decreases^localization	fialuridine	TMPRSS2	0.6738757491111755
decreases^localization	phenobarbital quinidine	TMPRSS2	0.6738717555999756
decreases^localization	vanoxerine	TMPRSS11A	0.6738682389259338
decreases^localization	isoquercitrin	TMPRSS11A	0.6738635897636414
decreases^localization	4-aminophenylmercuriacetate	TMPRSS11A	0.6738635897636414
decreases^localization	loxoprofen	TMPRSS11A	0.6738589406013489
decreases^localization	iodopravadoline	TMPRSS11A	0.6738576292991638
decreases^localization	neratinib	TMPRSS11A	0.6738576292991638
decreases^localization	2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one	TMPRSS11A	0.6738564372062683
decreases^localization	cevimeline	CD9	0.6738564372062683
decreases^localization	Chlorpromazine	TMPRSS11A	0.6738523840904236
decreases^localization	phosphoric acid	TMPRSS11A	0.6738523840904236
decreases^localization	Acetylthiocholine	TMPRSS11A	0.6738523840904236
decreases^localization	LG 100268	TMPRSS11A	0.6738523840904236
decreases^localization	oxfendazole	TMPRSS11A	0.6738523840904236
decreases^localization	Guanylyl Imidodiphosphate	CD9	0.6738521456718445
decreases^localization	aluminum phosphate	CD9	0.6738484501838684
decreases^localization	NS3728	CD9	0.6738484501838684
decreases^localization	Hydrocortisone	CD9	0.6738467216491699
decreases^localization	glyceryl 2-arachidonate	CD9	0.6738467216491699
decreases^localization	E 5842	CD9	0.6738467216491699
decreases^localization	4-nitro-3-phenylphenol	CD9	0.6738432049751282
decreases^localization	4-hydroxyretinal	CD9	0.6738432049751282
decreases^localization	Propyl Gallate	CD9	0.6738418936729431
decreases^localization	Adjuvants, Immunologic	CD9	0.6738418936729431
decreases^localization	2-amino-6-borono-2-methylhexanoic acid	CD9	0.6738418936729431
decreases^localization	quinoline	CD9	0.6738418936729431
decreases^localization	Win 55212-2	CD9	0.6738418936729431
decreases^localization	N(6)-benzoyl-cyclic AMP	TMPRSS11A	0.6738334894180298
decreases^localization	fialuridine	TMPRSS11A	0.6738330125808716
decreases^localization	sodium propionate	TMPRSS11A	0.6738319396972656
decreases^localization	Carbapenems	TMPRSS11A	0.6738297939300537
decreases^localization	desthiobiotin	CD9	0.673828125
decreases^localization	Glafenine	CD9	0.673825204372406
decreases^localization	stannous mesoporphyrin	CD9	0.673825204372406
decreases^localization	boric acid	CD9	0.6738241314888
decreases^localization	vanoxerine	TMPRSS4	0.6737663745880127
decreases^localization	4-nitro-3-phenylphenol	TMPRSS4	0.673758327960968
decreases^localization	4-hydroxyretinal	TMPRSS4	0.673758327960968
decreases^localization	Holmium	TMPRSS4	0.673758327960968
decreases^localization	RS 39604	TMPRSS4	0.673758327960968
decreases^localization	loxoprofen	TMPRSS4	0.6737569570541382
decreases^localization	2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one	TMPRSS4	0.6737544536590576
decreases^localization	monomethyl phthalate	TMPRSS4	0.6737532615661621
decreases^localization	4-((diethylamino)sulfonyl)benzoic acid	TMPRSS4	0.6737532615661621
decreases^localization	spinorphin	TMPRSS4	0.6737512350082397
decreases^localization	palmitoyl trifluoromethyl ketone	TMPRSS4	0.673748254776001
decreases^localization	fenarimol	TMPRSS4	0.673748254776001
decreases^localization	6-phenylhexyl isothiocyanate	TMPRSS4	0.6737267374992371
decreases^localization	phenobarbital quinidine	TMPRSS4	0.6737267374992371
decreases^localization	di-n-butyltin	TMPRSS4	0.6737267374992371
decreases^localization	COPP protocol	TMPRSS4	0.6737265586853027
decreases^localization	Cefixime	TMPRSS4	0.6737232804298401
decreases^localization	Anthralin	TMPRSS4	0.6737232804298401
decreases^localization	diisononyl 1,2-cyclohexanedicarboxylic acid	TMPRSS4	0.6737232804298401
decreases^localization	Pyridoxamine	TIPARP	0.6737073659896851
decreases^localization	desthiobiotin	TIPARP	0.6737073659896851
decreases^localization	Glafenine	TIPARP	0.6737045049667358
decreases^localization	stannous mesoporphyrin	TIPARP	0.6737045049667358
decreases^localization	Chromium Compounds	TIPARP	0.6737034916877747
decreases^localization	Aroclor 1016	TIPARP	0.673699140548706
decreases^localization	Tungsten Compounds	TIPARP	0.6736980080604553
decreases^localization	ethafluralin	TIPARP	0.6736980080604553
decreases^localization	Nitrogen Compounds	TIPARP	0.6736966371536255
decreases^localization	difenzoquat	TIPARP	0.6736966371536255
decreases^localization	silica-calcium phosphate nanocomposite	TIPARP	0.6736966371536255
decreases^localization	nordy	TIPARP	0.6736966371536255
decreases^localization	N(6)-benzoyl-cyclic AMP	TIPARP	0.6736959218978882
decreases^localization	fialuridine	TIPARP	0.67369544506073
decreases^localization	tretazicar	TIPARP	0.673694372177124
decreases^localization	hexaconazole	TIPARP	0.6736922264099121
decreases^localization	6-phenylhexyl isothiocyanate	TIPARP	0.6736915707588196
decreases^localization	2-hydroxypropyl methacrylate	TIPARP	0.67369145154953
decreases^localization	diisononyl 1,2-cyclohexanedicarboxylic acid	TIPARP	0.6736882328987122
decreases^localization	cevimeline	DPP4	0.67364501953125
decreases^localization	Hydrocortisone	DPP4	0.6736361980438232
decreases^localization	glyceryl 2-arachidonate	DPP4	0.6736361980438232
decreases^localization	psymberin	DPP4	0.6736361980438232
decreases^localization	isoquercitrin	DPP4	0.6736360192298889
decreases^localization	4-aminophenylmercuriacetate	DPP4	0.6736360192298889
decreases^localization	EVP 4593	DPP4	0.6736331582069397
decreases^localization	azadirachtin	DPP4	0.6736264824867249
decreases^localization	Tanjin extract	DPP4	0.6736264824867249
decreases^localization	Folic Acid	DPP4	0.6736264824867249
decreases^localization	tetramethrin	DPP4	0.6736264824867249
decreases^localization	isobutyl-4-hydroxybenzoate	DPP4	0.6736264824867249
decreases^localization	Muscimol	DPP4	0.6736264824867249
decreases^localization	2,4,6-trichlorobiphenyl	DPP4	0.6736264824867249
decreases^localization	5-OH,11-O-hydrophenanthrene	DPP4	0.6736264824867249
decreases^localization	spinorphin	DPP4	0.6736263632774353
decreases^localization	Glafenine	DPP4	0.6736161112785339
decreases^localization	alpha-ionone	DPP4	0.6736075282096863
decreases^localization	9-hydroxy-12-oxo-10(E)-dodecenoic acid	DPP4	0.6736075282096863
decreases^localization	hexaconazole	DPP4	0.6736041307449341
decreases^localization	Cefixime	DPP4	0.6736002564430237
decreases^localization	Anthralin	DPP4	0.6736002564430237
increases^cleavage	12-hydroxyellipticine	CD9	0.6713215112686157
increases^cleavage	beta-hexachlorocyclohexane	CD9	0.6713215112686157
increases^cleavage	JP-1302	CD9	0.6713215112686157
increases^cleavage	monoferrous acid citrate	CD9	0.6712986826896667
increases^cleavage	DDOH	CD9	0.6712986826896667
increases^cleavage	1,25-dihydroxy-16-ene-vitamin D3	CD9	0.6712679862976074
increases^cleavage	polyisohexylcyanoacrylate	CD9	0.6712354421615601
increases^cleavage	4-(4-dimethylaminostyryl)-1-methylpyridinium	CD9	0.6712354421615601
increases^cleavage	Trazodone	CD9	0.6712354421615601
increases^cleavage	lavender oil	CD9	0.6712354421615601
increases^cleavage	dichloro(4-cymene)ruthenium(II)	CD9	0.6712354421615601
increases^cleavage	Nitroblue Tetrazolium	CD9	0.6712354421615601
increases^cleavage	trierixin	CD9	0.6712354421615601
increases^cleavage	Vinyl Chloride	CD9	0.6711935997009277
increases^cleavage	(2,3,5,6-tetrafluoro-4-methoxymethylphenyl)methyl-2,2-dimethyl-3-(1-propenyl)cyclopropanecarboxylate	CD9	0.6711471676826477
increases^cleavage	RP 60180	CD9	0.671139657497406
increases^cleavage	Xylitol	CD9	0.671139657497406
increases^cleavage	isopropyl methylphosphonic acid	CD9	0.671139657497406
increases^cleavage	Pyridones	CD9	0.671139657497406
increases^cleavage	anthanthrene	CD9	0.671139657497406
increases^cleavage	Bacterial Toxins	TMPRSS11A	0.6711101531982422
increases^cleavage	diethyl phthalate	DPP4	0.6710154414176941
increases^cleavage	benzo(a)pyrene-7,8,9,10-tetrol	DPP4	0.6709905862808228
increases^cleavage	dihydroxyethyldithiocarbamate	TMPRSS2	0.6709135174751282
increases^cleavage	Coal	TIPARP	0.6709059476852417
increases^cleavage	16 alpha,17-epoxyprogesterone	DPP4	0.6708937287330627
increases^cleavage	SK&F 83959	DPP4	0.6708784103393555
increases^cleavage	plant stanol ester	DPP4	0.6708784103393555
increases^cleavage	diethyl phthalate	TIPARP	0.6708706617355347
increases^cleavage	ferumoxtran-10	TMPRSS11A	0.6708444356918335
increases^cleavage	8-bromocyclic GMP	TMPRSS11A	0.6708444356918335
increases^cleavage	(all-E) phytoene	TMPRSS11A	0.6708444356918335
increases^cleavage	chlorowax 500C	TMPRSS11A	0.6708444356918335
increases^cleavage	Glyburide	TMPRSS11A	0.6708444356918335
increases^cleavage	3-thiomethyl-5,6-(dimethoxyphenyl)-1,2,4-triazine	TMPRSS11A	0.6708444356918335
increases^cleavage	phenyl-N-tert-butylnitrone	TMPRSS2	0.6708438992500305
increases^cleavage	6-aminochrysene-1,2-dihydrodiol	DPP4	0.6708244681358337
increases^cleavage	iodixanol	DPP4	0.670817494392395
increases^cleavage	microcystin-LF	DPP4	0.670817494392395
increases^cleavage	24-hydroxycholesterol	DPP4	0.670817494392395
increases^cleavage	2-Propanol	DPP4	0.670817494392395
increases^cleavage	cetaben	DPP4	0.670817494392395
increases^cleavage	clazosentan	DPP4	0.670817494392395
increases^cleavage	SANT-2 compound	DPP4	0.670817494392395
increases^cleavage	Testicular Hormones	DPP4	0.670817494392395
increases^cleavage	oligomycin A	TMPRSS11A	0.6708173155784607
increases^cleavage	Chromans	TMPRSS2	0.6708132028579712
increases^cleavage	N-(3-(aminomethyl)benzyl)acetamidine	TMPRSS2	0.6708132028579712
increases^cleavage	Hydroxytryptophol	TMPRSS2	0.6707902550697327
increases^cleavage	pilsicainide	TMPRSS2	0.6707902550697327
increases^cleavage	Aminopyrine	DPP4	0.6707852482795715
increases^cleavage	periodate-oxidized adenosine	DPP4	0.6707852482795715
increases^cleavage	beta-hexachlorocyclohexane	DPP4	0.6707852482795715
increases^cleavage	Hydrocarbons, Aromatic	DPP4	0.6707852482795715
increases^cleavage	(2,3,5,6-tetrafluoro-4-methoxymethylphenyl)methyl-2,2-dimethyl-3-(1-propenyl)cyclopropanecarboxylate	TMPRSS11A	0.6707757711410522
increases^cleavage	Ketoglutaric Acids	TMPRSS11A	0.6707757711410522
increases^cleavage	Quinazolinones	DPP4	0.6707616448402405
increases^cleavage	4-aminobenzoyl-glycyl-prolyl-leucyl-alanine hydroxamic acid	TMPRSS2	0.6707592606544495
increases^cleavage	3-(2-(pyrrolidinyl)methoxy)pyridine	TMPRSS2	0.6707592606544495
increases^cleavage	Chromans	DPP4	0.6707543134689331
increases^cleavage	N,N-diallyl-5-methoxytryptamine	DPP4	0.6707543134689331
increases^cleavage	N-(3-(aminomethyl)benzyl)acetamidine	DPP4	0.6707543134689331
increases^cleavage	3,7-dihydroxy-7-methylcholanoic acid	DPP4	0.6707543134689331
increases^cleavage	16 alpha,17-epoxyprogesterone	TIPARP	0.6707494258880615
increases^cleavage	ellipticine	TIPARP	0.6707494258880615
increases^cleavage	gold (III) porphyrin 1a	TMPRSS11A	0.6707441210746765
increases^cleavage	2-amino-4-phenyl-8-pyrrolidin-1-ylmethylindeno(1,2-d)pyrimidin-5-one	TMPRSS11A	0.6707441210746765
increases^cleavage	Cyclohexylamines	TMPRSS2	0.6707331538200378
increases^cleavage	Phosphodiesterase Inhibitors	TMPRSS2	0.6707331538200378
increases^cleavage	Scarlet Red	TMPRSS2	0.6707331538200378
increases^cleavage	indioside D	TMPRSS2	0.6707331538200378
increases^cleavage	lipopeptidophosphoglycan	TMPRSS2	0.6707331538200378
increases^cleavage	Ro 24-4736	TMPRSS2	0.6707331538200378
increases^cleavage	Teicoplanin	TMPRSS2	0.6707331538200378
