10074-G5	CID02836600
ginsenoside Rg3	CID09918693
ginsenoside Rg5	CID11550001
ginsenoside Rh1	CID12855920
ginsenoside Rh2	CID00119307
ginsenoside Rh4	CID21599928
ginsenoside Rk1	CID11499198
ginsenoside Rk3	CID75412555
ginsenoside Ro	CID11815492
Ginsenosides	CID03086007
GKT137831	CID58496428
glabridin	CID00124052
Glafenine	CID00003474
Glatiramer Acetate	CID03081884
glaucine	CID00016754
glaucocalyxin A	CID10471963
Gliclazide	CID00003475
glimepiride	CID00003476
Gliotoxin	CID00006223
Glipizide	CID00003478
gliquidone	CID00091610
glisoflavone	CID05487298
globotriaosylceramide	SID85286059
Glucagon	CID16132283
glucan phosphate	SID76715714
Glucans	CID00107526
Glucaric Acid	CID00033037
glucobrassicin	CID00656506
Glucocorticoids	SID53787563
glucoerucin	CID00656539
glucogallin	CID71308210
gluconic acid	CID00010690
glucoraphanin	CID09548634
Glucosamine	CID00439213
glucosamine 3-O-sulfate	SID52951366
glucosamine 6-O-sulfate	CID00072361
glucosamine 6-phosphate	CID00439217
Glucose	CID00005793
glucose-1-phosphate	CID00065533
Glucose-6-Phosphate	SID00585658
glucose tolerance factor	SID163679277
Glucosides	SID53787293
Glucosinolates	SID53787562
Glucosylceramides	SID53787265
Glucuronic Acid	CID00094715
Glucuronides	SID53788015
glucuronolactone	CID00092283
glucuronoxylomannan	SID53788027
glucuronyl glucosamine glycan sulfate	SID134222413
Glu-P-2	CID00049970
Glutamic Acid	CID00033032
Glutamine	CID00005961
glutamyl-(2-(((3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-yl)oxy)carbonyl)-3-((2-(1H-indol-3-yl)ethyl)amino)-3-oxopropyl)-cysteinyl-glycine sodium salt	SID135727638
glutamyl-Se-methylselenocysteine	SID79480389
glutapyrone	CID00130437
Glutaral	CID00003485
Glutarates	SID53786988
glutaric acid	CID00000743
glutaryl-coenzyme A	CID03081383
Glutathione	CID00124886
glutathione-BPDE conjugate	SID163563916
glutathione-C4	SID176223164
glutathione diethyl ester	CID00175702
Glutathione Disulfide	CID00065359
glutathione glycylethyl ester	CID03036127
glutathione sulfinamide	CID129320410
glutathionyl 4-hydroxy-2-nonenal conjugate	SID136368243
glutathionylcobalamin	CID06450098
Glutethimide	CID00003487
Glyburide	CID00003488
glyceollin	CID00162807
Glyceraldehyde	CID00000751
Glyceraldehyde 3-Phosphate	CID00000729
glyceric acid	CID00000752
Glycerides	SID00129760
Glycerol	CID00000753
Glycerophospholipids	SID172819136
glyceryl 2-arachidonate	CID05282280
glyceryl-isoeugenol	SID135727569
Glycerylphosphorylcholine	CID00011234
glycidamide	CID00091550
glycidol	CID00011164
glycidyl methacrylate	CID00007837
glycidyl stearate	CID00062642
Glycine	CID00000750
Glycine Agents	SID53790199
glycine-extended gastrin 17	SID134224414
glycine propionyl carnitine	SID202535648
glycitein	CID05317750
glycitin	CID00187808
Glycochenodeoxycholic Acid	CID00012544
Glycocholic Acid	CID00010140
Glycodeoxycholic Acid	CID03035026
Glycogen	CID00439177
glycolaldehyde	CID00000756
glycolamide	CID00069021
Glycolates	SID53790847
glycolic acid	CID00000757
Glycolipids	SID53790374
glycolithocholic acid	CID00115245
Glycopeptides	SID134222313
Glycosaminoglycans	SID53790582
Glycosides	CID00637579
Glycosylphosphatidylinositols	SID53787329
glycoursodeoxycholic acid	CID12310288
glycycoumarin	CID05317756
glycylglutamine	CID00123913
(glycyl-glycyl)GLP-2	SID76715635
glycyl-histidyl-lysine	CID00073587
glycylphenylalanine 2-naphthylamide	CID00152423
glycylproline 4-nitroanilide	CID06453928
glycylsarcosine	CID00093131
glycyrin	CID00480787
glycyrol	CID05320083
Glycyrrhetinic Acid	CID00010114
Glycyrrhizic Acid	CID00014982
Glyoxal	CID00007860
glyoxalbis(N(4)-methylthiosemicarbazonato)copper(II)	SID252819670
glyoxylic acid	CID00000760
glyphosate	CID00003496
G(M1) Ganglioside	CID09963963
G(M2) Ganglioside	CID09898635
G(M3) Ganglioside	CID86583360
GNE-617	CID68277611
GNE-618	CID66613669
GNE-629	SID250230364
gnetin C	CID21633857
Go 6976	CID00003501
goitrin	CID03034683
Gold	CID00023985
Gold Alloys	SID144087512
gold chloride	CID00026030
Gold Compounds	SID53786777
gold cyanide	SID52427126
gold (III) porphyrin 1a	SID255511819
Gold Sodium Thiomalate	CID00022318
Gold Sodium Thiosulfate	CID00161780
Gonadal Steroid Hormones	SID53790313
Gonadotropin-Releasing Hormone	CID00036523
Gonadotropins	SID53790107
Gonadotropins, Equine	SID53790161
goniothalamin	CID06440856
goralatide	CID00065938
Goserelin	CID05311128
gossypetin	CID05280647
Gossypol	CID00003503
gossypol acetic acid	SID08139894
govaniadine	CID102144689
gp120 protein, Human immunodeficiency virus 1	SID96099889
GQ1b ganglioside	SID134222661
GR 103691	CID04302960
GR 113808	CID00119376
GR 127935	CID00107780
GR 159897	CID09953599
GR 218231	CID05312124
GR 46611	CID06160690
GR 65630	SID125240957
GR 73632	CID00119599
GR 82334	CID16130972
GR 89696	CID06442840
Gramicidin	CID16130140
Granisetron	CID05284566
granite	CID11784975
Grape Seed Extract	CID78577443
Grape Seed Proanthocyanidins	SID53787714
graphene oxide	SID354333069
Graphite	CID05462310
green tea extract AR25	SID87225374
grepafloxacin	CID00072474
grifolin	CID05372312
Griseofulvin	CID00441140
GSK0660	CID46233311
GSK 1070916	CID46885626
GSK1210151A	CID52912189
GSK126	CID68210102
GSK 1363089	CID42642645
GSK2110183	SID277425604
GSK2141795	CID51042438
GSK2193874	CID53464483
GSK 2324	SID144221094
GSK2656157	CID53469059
GSK2837808A	CID71533725
GSK343	CID71268957
GSK 3987	SID56459350
GSK 4716	CID05331325
GSK5182	CID06852176
GSK 650394	CID25022668
GSK690693	CID16725726
GSK 8470	CID10883540
GSK-J4	CID71729975
GS-Succ-BP	SID53789654
Guaiacol	CID00000460
guaiazulene	CID00003515
Guanabenz	CID05702063
Guanethidine	CID00003518
Guanfacine	CID00003519
Guanidine	CID00003520
Guanidines	SID131269068
guanidinopropionic acid	CID00067701
Guanine	CID135398634
Guanine Nucleotides	SID135727613
Guanosine	CID135398635
guanosine 5'-O-(2-thiodiphosphate)	CID135410865
Guanosine 5'-O-(3-Thiotriphosphate)	CID135398675
Guanosine Diphosphate	CID135398619
guanosine diphosphate glucose	CID135398625
Guanosine Monophosphate	CID135398631
Guanosine Triphosphate	CID135398633
guanylin	CID05489468
Guanylyl Imidodiphosphate	CID135403657
guggulu extract	SID53786753
gulonic acid	CID00152304
gulonolactone	CID00165105
GUM1 compound	SID318495255
Gum Arabic	SID00011015
Gur	SID07888030
gusperimus	CID00055362
Gutta-Percha	CID00446073
GV 150013X	CID05311147
GW0072	CID00449532
GW0742	CID09934458
GW 1929	CID06518171
GW 2331	CID09826895
GW 2433	CID00001517
GW 273629	SID76715540
GW 274150	CID91799192
GW280264X	CID91885425
GW2974	CID06603857
GW 3965	CID00447905
GW 4064	CID09893571
GW 441756	CID09943465
GW 4869	CID16078967
GW 501516	CID09803963
GW 506033X	SID384667614
GW 583340	CID16219404
GW 610742	CID09934458
GW 6471	CID00446738
GW 707	SID53787178
GW 7604	SID53788470
GW 7647	CID03392731
GW 7845	CID09870584
GW8510	CID00003536
GW 876008	SID163679274
GW 9578	CID09870304
GYKI 52466	CID00003538
gypenoside	SID56459396
GYPGKF-NH(2)	SID163679258
gyrophoric acid	CID00135728
GYY 4137	CID53393943
H 1356	CID05491959
H 2545	CID00185295
H 35-25	CID00166842
hachimijiogan	SID51091373
Hair Dyes	SID53790854
Hair Preparations	SID125240991
halazone	CID00003552
Halcinonide	CID00443943
halichondramide	CID00188729
halofantrine	CID00037393
Halofenate	CID00033584
halofuginone	CID00400772
Halogenated Diphenyl Ethers	SID57309745
Halogens	SID381130864
Haloperidol	CID00003559
haloperidol decanoate	CID00052919
Halothane	CID00003562
halowax 1051	CID00016692
haloxon	CID00009454
Haptens	SID85083173
hard metal	SID163679269
H-Arg-Pro-Arg-Nva-Tyr-Dap-Hol-NH2	SID202535663
Harmaline	CID00003564
harmalol	CID00003565
harman	CID05281404
Harmine	CID05280953
harmol	CID00068094
Hazardous Substances	SID137275754
HB-19 peptide	SID251963995
HC-067047	CID02742550
HCV 796	CID11561383
HDL cholesteryl ester	SID76715526
heat stable toxin (E coli)	SID375590837
hecogenin	CID00091453
helenalin	CID00023205
helicenes	SID385156896
heliotrine	CID00906426
helioxanthin	CID00177023
hellebrigenin	CID00259577
helveticoside	CID00441860
Hemagglutinins	SID85286189
hematide	SID135362536
Hematoporphyrins	CID00011103
Heme	CID00026945
heme arginate	CID03086464
heme lysinate	SID134223822
hemiasterlin	CID05352092
Hemicholinium 3	CID00009399
Hemin	SID53790706
heminordihydroguaiaretic acid	CID00122821
Hempa	CID00012679
Heparan Sulfate Proteoglycans	SID53789512
Heparin	CID00000772
Heparin, Low-Molecular-Weight	SID81065629
heparin, O-desulfated	SID134222136
heparin-sepharose	SID160778572
Heparitin Sulfate	CID53477715
HEPES	CID00023831
Heptachlor	CID00003589
Heptachlor Epoxide	CID00013930
heptanal	CID00008130
heptane-1,7-bis-(dimethyl-3'-phthalimidopropyl)ammonium bromide	SID144087371
Heptanoic Acids	SID163563929
Heptanol	CID00008129
heptanoyl-gamma-D-glutamyl-L-meso-diaminopimelyl-D-alanine	CID00115204
heptelidic acid	CID10945834
heptenophos	CID00062773
heptylparaben	CID00014138
heraclenin	CID00458010
herbacetin	CID05280544
herbal compound 861	SID53837784
Herbicides	SID53789552
herbimycin	CID05311102
Heroin	CID05462328
hesperetin	CID00072281
Hesperidin	CID00010621
hesperidin methylchalcone	CID06436550
Heterocyclic Compounds	SID53789521
Heterocyclic Compounds, 1-Ring	SID134224220
Heterocyclic Compounds, 3-Ring	SID134224345
hexaarginine amide	SID123071354
hexabrominated diphenyl ether 153	CID00155166
hexabromobenzene	CID00006905
hexabromocyclododecane	SID49957023
hexabromodiphenyl ether 154	CID15509898
Hexachlorobenzene	CID00008370
hexachlorobutadiene	CID00006901
Hexachlorocyclohexane	SID26675668
hexachlorocyclopentadiene	CID00006478
hexachlorocyclopentadienyl-dibromocyclooctane	CID129845854
Hexachlorophene	CID00003598
hexaconazole	CID00066461
hexacyanoferrate III	CID00439210
hexadecafluoro-nonanoic acid	CID00006434
hexadecyl-N-methylpiperidinium	CID03018172
Hexadimethrine Bromide	CID00024769
hexafluoroisopropanol	CID00013529
hexafluoroisopropanol glucuronide	CID91667839
hexafluoron	CID00091741
hexahydrosiladifenidol	CID00003602
Hexamethonium	CID00003604
hexamethylcyclotrisiloxane	CID00010914
hexamethylene bisacetamide	CID00003616
hexamethylene glycol	CID00012374
Hexanes	CID00008058
hexanoic acid	CID00008892
Hexanols	CID00008103
Hexanones	SID53789089
hexanoyl-coenzyme A	CID00449118
hexarelin	CID06918297
hexazinone	CID00039965
Hexestrol	CID00003606
hexestrol diazirine	CID44150640
Hexetidine	CID00003607
Hexobarbital	CID00003608
Hexoses	SID134224812
Hexuronic Acids	SID321941744
hexyl 2,5-dichlorophenylphosphoroamidate	CID00131041
hexyl cinnamic aldehyde	CID01550884
hexylglutathione	CID00097536
Hexylresorcinol	CID00003610
hexyl salicylate	CID00022629
Heymann Nephritis Antigenic Complex	SID313078235
heyneanol A	CID101992975
HFPO2 compound	SID363907661
HFPO4 compound	SID363907643
HG-7-85-01 compound	SID152186784
HhAntag691	CID24776445
hibifolin	CID05490334
higenamine	CID00114840
High Fructose Corn Syrup	SID50070080
hiiranlactone D	SID354330998
himbacine	CID06436265
hinokiresinol	CID05377291
hippuric acid	CID00000464
hippuryl-histidyl-leucine	CID00094418
Hirudins	CID72941487
hirugen	CID16130959
hirulog-like peptide	SID87225352
His-Asp-Ala-Pro-Ile-Gly-Tyr-Asp	SID134223414
hispanolone	CID05458747
hispidin	CID54685921
hispidulin	CID05281628
hispolon	CID10082188
Histamine	CID00000774
Histamine H3 Antagonists	SID401963070
histamine phosphate	SID49979603
histamine trifluoromethyl-toluidide	CID00124846
histaprodifen	CID10447834
histidyl-proline diketopiperazine	CID00065137
Histone Deacetylase Inhibitors	SID172080096
HIV Envelope Protein gp120	SID134224415
HLo 7	CID135666469
HMR 1098	SID53789825
HMR 1556	CID09887834
HMR 3339	SID53787689
HOE 140, desArg(10)-	CID03036089
Holmium	CID00023988
homatropine	CID05282593
homobrassinolide	CID11038340
homocamptothecin	CID10666346
homocarnosine	CID10243361
homocastasterone	CID05487654
homochlorocyclizine	CID00003627
homocysteic acid	CID00092117
Homocysteine	CID00091552
homocysteine thiolactone	CID00134505
Homoharringtonine	CID00285033
homoorientin	CID00114776
homosalate	CID00008362
Homovanillic Acid	CID00001738
honokiol	CID00072303
hopane	CID00010115
hopeahainol A	CID24773316
Hormones	SID53789249
HR22C16	SID196409647
HR 325	CID54720865
HS 1030	SID53790140
HS 1183	SID53790500
HS-1199	SID53788788
HS 1200	SID53787016
HS 142-1	SID53790791
HS 3	SID50033375
HT-2 toxin	CID10093830
HTH-01-015	CID78357766
HTI-286	CID06918637
HTS 466284	CID00447966
HU 211	CID00107778
HU 308	CID11553430
huachansu	SID135267384
huanglian	SID135305862
huang-lien-chieh-tu-tang	SID318165635
Huang Qi	SID99437696
Huangqin-Tang	SID250230384
hugan qingzhi	SID319891294
Humic Substances	SID85286184
humulene	CID05281520
huperzine A	CID00854026
huwentoxin IV, Selenocosmia huwena	SID174811352
hwanggunchungyitang	SID136368341
HX 600	CID00128016
HX 630	CID09889522
Hyaluronic Acid	CID24847767
Hycanthone	CID00003634
Hydantoins	SID134223849
Hydralazine	CID00003637
hydramethylnon	CID05281875
hydrastine	CID00197835
hydratropic acid	CID00010296
hydratropic aldehyde	CID00007146
hydrazine	CID00009321
Hydrazines	CID00009321
Hydrazones	SID53790349
hydrobupropion	SID312525288
Hydrocarbons	SID49978076
Hydrocarbons, Aromatic	SID53790531
Hydrocarbons, Brominated	SID112378982
Hydrocarbons, Chlorinated	SID53790322
Hydrocarbons, Fluorinated	SID53790348
Hydrocarbons, Halogenated	SID53790561
Hydrochloric Acid	CID00000313
Hydrochlorothiazide	CID00003639
Hydrocodone	CID05284569
Hydrocortisone	CID00005754
hydrocortisone acetate	CID00005744
hydrocortisone hemisuccinate	CID00016623
Hydrogels	SID318165580
Hydrogen	CID00000783
Hydrogen Cyanide	CID00000768
Hydrogen Peroxide	CID00000784
Hydrogen Sulfide	CID00000402
Hydrolyzable Tannins	SID53790482
Hydromorphone	CID05284570
hydroperoxyisophosphamide	CID00099769
hydroquinone	CID00000785
Hydroquinones	SID135326376
Hydroxamic Acids	SID53790134
Hydroxocobalamin	CID45357193
hydroxopentaamminechromium(III)complex	SID163563798
hydroxy-2-naphthalenyl-methyl phosphonic acid trisacetoxymethylester	CID00003619
Hydroxyacetylaminofluorene	CID00005896
Hydroxy Acids	SID53790761
hydroxyapatite-beta tricalcium phosphate	SID137275696
Hydroxyapatites	SID53790201
Hydroxybenzoates	SID318165587
hydroxybupropion	CID00000446
hydroxycamptothecinum	SID76715604
Hydroxychloroquine	CID00003652
Hydroxycholesterols	SID53790530
hydroxycitronellal	CID00007888
hydroxycobalamin(c-lactam)	SID318165599
hydroxycotinine	CID00107963
Hydroxyeicosatetraenoic Acids	SID76715712
Hydroxyestrones	CID00005870
hydroxyethyl methacrylate	CID00013360
Hydroxyethyl Starch Derivatives	SID96099944
hydroxyfasudil	CID03064778
hydroxyflutamide	CID00091649
hydroxygenkwanin	CID05318214
hydroxyhexamide	CID00018497
hydroxyhydroquinone	CID00010787
hydroxyindoleacetaldehyde	CID00074688
Hydroxyindoleacetic Acid	CID00001826
hydroxyitraconazole	CID00108222
Hydroxylamine	CID00000787
Hydroxyl Radical	SID08145426
hydroxymaprotilin	CID00038207
Hydroxymercuribenzoates	SID135653668
hydroxymethylbilane	CID00000788
Hydroxymethylglutaryl-CoA Reductase Inhibitors	SID125240967
hydroxymethyltolbutamide	CID00003656
hydroxynefazodone	CID11755137
hydroxyoctadecadienoic acid	CID73746259
hydroxypentenal	CID06439969
hydroxyphenytoin	CID00017732
Hydroxyprogesterones	SID53790546
hydroxypyruvic acid	CID00000964
hydroxysafflor yellow A	CID06443665
Hydroxysteroids	SID53790459
Hydroxytestosterones	SID144221076
Hydroxytryptophol	CID00009061
Hydroxyurea	CID00003657
Hydroxyzine	CID00003658
Hymecromone	CID05280567
hymenialdisine	CID135413546
hyodeoxycholic acid	CID05283820
Hyoscyamine	CID00154417
hypaconitine	CID00441737
hyperforin	CID00441298
hyperforin dicyclohexylammonium	SID135653639
hypericin	CID00003663
hyperoside	CID05281643
Hypochlorous Acid	CID00024341
Hypolipidemic Agents	SID96099934
hypotaurine	CID00107812
Hypoxanthine	CID135398638
hypsiziprenol A9	CID06480642
HZ-6d compound	SID363907640
I-152 compound	SID176223161
Ibandronic Acid	CID00060852
iberin	CID00010455
iberiotoxin	CID16132435
iberogast	SID250230367
ibipinabant	CID09826744
Ibogaine	CID00197060
Ibotenic Acid	CID00001233
IBS008738	SID223258863
ibudilast	CID00003671
ibufenac	CID00015250
Ibuprofen	CID00003672
ibuprofen acyl glucuronide	CID00163959
I-C11 compound	SID210023997
IC 261	CID05288600
IC486241	SID172819120
IC 87114	CID09908783
icajine	CID03083907
icariin	CID05318997
icaritin	CID05318980
icatibant	CID06918173
ICG 001	CID11238147
ICI 118551	CID05484725
ICI 154129	CID03035055
ICI 164384	CID00104772
ICI 192605	CID06438399
ICI 198615	CID00115219
ICI 199441	CID03082717
ICI 211965	CID00164272
ICI 89406	CID00123686
ICI D2138	CID00132306
ICI D7114	CID00121877
icilin	CID00161930
icotinib	CID22024915
Idarubicin	CID00042890
idarubicinol	CID21118312
Idazoxan	CID00054459
idebenone	CID00003686
idelalisib	CID11625818
IDN 5109	CID06918412
idobenzamide	SID134224356
idoxifene	CID03034011
Idoxuridine	CID00005905
idraparinux	CID03083444
idrapril	CID00065960
IEM 1460	CID06604954
ifenprodil	CID00003689
ifetroban	CID03037233
Ifosfamide	CID00003690
igmesine	CID06438340
IH 764-3	SID210024013
ilimaquinone	CID00072291
illite	CID86278147
illudin S	CID00344200
ilomastat	CID00132519
iloperidone	CID00071360
Iloprost	CID05311181
Imatinib Mesylate	CID00123596
imazamox	CID00086137
imazapyr	CID00054738
imazethapyr	CID00054740
imazodan	CID00055918
imetelstat	CID71587831
imetit	CID00003692
imidacloprid	CID86287518
imidapril	CID05464343
imidaprilat	CID05464344
imidazenil	CID00119194
imidazole	CID00000795
Imidazoles	SID56365887
imidazolidinyl urea	CID00038258
imidazolium-bis(imidazole)dimethylsulfoxideimidazotetrachlororuthenate(III)	SID53787679
imidazolone	SID00008445
imidazopyrazole	SID50754204
Imiloxan	CID00133621
Imines	SID11533926
Imipenem	CID00104838
Imipramine	CID00003696
imipramine N-oxide	CID00065589
Imiquimod	CID00057469
imirestat	CID00065673
imisopasem manganese	CID06918487
IMM 125	SID135653614
IMMU-110	SID56365826
Immunoferon	SID99300592
Immunologic Factors	SID134224826
immunomycin	CID05282071
Immunosuppressive Agents	SID134222671
IMOL S-140	CID00006529
imoxin	SID384667610
imperatorin	CID00010212
importazole	CID02949965
Impromidine	CID00041376
INCB018424	CID25126798
inchinko-to	SID57309832
incobotulinumtoxinA	SID46505347
incomplete Freund's adjuvant	SID87352009
Incretins	CID16140499
indacrinone	CID00042266
indan	CID00010326
indanofan	CID11046097
Indans	SID53790290
Indapamide	CID00003702
indapamide, perindopril drug combination	CID56841493
indatraline	CID00126280
indene	CID00007219
indenestrol	CID00107664
indeno(1,2,3-cd)pyrene	CID00009131
indenoindole	CID57377221
Indican	CID00441564
Indigo Carmine	CID02723854
indimitecan	CID11519397
Indinavir	CID05362440
indioside D	CID102445417
indirubin	CID00010177
indirubin-3'-monoxime	CID00003707
indium tin oxide	SID162267013
indium trichloride	SID17388973
Indocyanine Green	CID11967809
indol-3-yl pyruvic acid	CID00000803
Indolapril	CID06321429
indole	CID00000798
indole-3-carbaldehyde	CID00010256
indole-3-carbinol	CID00003712
indole-3-carboxylic acid	CID00069867
indole-3-guanylhydrazone hydrochloride	SID374885464
indole-3-lactic acid	CID00092904
indole-5-carboxamide	CID14973220
indoleacetaldehyde	CID00000800
indoleacetic acid	CID00000802
indolebutyric acid	CID00008617
indolepropionic acid	CID00003744
Indoles	CID139191468
indolidan	CID05284402
indoline	CID00010328
Indolinone A	SID174811367
indolo(3,2-b)carbazole	CID00114764
Indomethacin	CID00003715
indomethacin morpholinylamide	CID00002415
indomethacin phenethylamide	SID76715616
indopan	CID00009287
indophenyl acetate	CID00082195
Indoprofen	CID00003718
Indoramin	CID00033625
indoxacarb	CID00107720
indoxam	CID09911907
indoxyl acetate	CID00011841
Industrial Waste	SID85756515
inecalcitol	CID06915835
inermin	CID00091510
ingenol dibenzoate	CID00162166
iniparib	CID09796068
INK128	CID45375953
INO 1001	CID00001645
Inosine	CID135398641
Inosine Monophosphate	CID135398640
Inositol	CID00000892
inositol-1,3,4,5,6-pentakisphosphate	CID00439468
inositol-1,3,4,5-tetrakisphosphate	CID00107758
Inositol 1,4,5-Trisphosphate	CID00439456
inositol 1-phosphate	CID00107737
inositol pentaphosphate	CID00000482
Inositol Phosphates	SID53789296
inostamycin	CID00122746
insecticidal crystal protein, Bacillus Thuringiensis	SID152186871
Insecticides	SID53789574
insulin, Asp(B10)-	SID144221073
Insulin Glargine	CID118984454
INT 131	CID10229498
interferon alfa-n1	SID46506227
Interferon-alpha	SID07978488
Interferon alpha-2	SID178101658
Interferon beta-1b	SID46504458
Interferons	SID49985129
Interleukin 1 Receptor Antagonist Protein	SID53790816
Inulin	CID00024763
invasin, Yersinia	SID135279831
INX 08189	CID46700744
Iodates	SID53789376
Iodides	SID53789021
Iodine	CID00000807
iodixanol	CID00003724
Iodoacetamide	CID00003727
Iodoacetates	SID53789553
Iodoacetic Acid	CID00005240
iodo-alpha-bungarotoxin	SID135358610
iodobisphenol A	SID252166918
Iodocyanopindolol	SID50065284
iodoform	CID00006374
iodopravadoline	CID04302963
Iodoquinol	CID00003728
iodoresiniferatoxin	CID06324614
iodosulfuron	CID11496886
iodosulpride	CID00122245
Iofetamine	CID00003729
Iohexol	CID00003730
iomeprol	CID00003731
Ionic Liquids	SID181285838
Ionomycin	CID06912226
Ionophores	SID53790049
Ions	SID137275734
Iopamidol	CID00065492
Iopanoic Acid	CID00003735
iopromide	CID00003736
ioversol	CID00003741
Ioxaglic Acid	CID00003742
ioxitalamic acid	CID00034536
ioxynil	CID00015530
IPA-3 compound	SID377766197
Ipodate	CID00005241
Ipratropium	CID00657309
ipriflavone	CID00003747
iprodione	CID00037517
iproplatin	CID00429536
IPS 339	CID00121847
ipsapirone	CID00056971
iralukast	CID06913104
Irbesartan	CID00003749
ircinin-1	SID53790609
Irganox 1010	CID00064819
Iridoid Glycosides	SID250230343
irilone	CID05281779
Irinotecan	CID00060838
irisflorentin	CID00170569
IRL 1620	CID16130933
irofulven	CID00148189
Iron	CID00023925
Iron Carbonyl Compounds	CID00026040
Iron Chelating Agents	SID53789701
Iron Compounds	CID00023925
Iron-Dextran Complex	SID53789165
Iron, Dietary	SID53789081
iron(II)-ascorbic acid complex	SID92098489
iron(III)-ascorbic acid complex	CID54722125
iron pentacarbonyl	CID00026040
iron protoporphyrin IX	CID00026945
irosustat	CID05287541
iroxanadine	CID06421776
irsogladine	CID00003752
isamoltane	CID00127403
Isatin	CID00007054
isazophos	CID00039223
isepamicin	CID03037209
Isethionic Acid	CID00007866
ISIS104838	SID135264675
isoalantolactone	CID00073285
isoalloxazine	CID05372720
isoamyl acetate	CID00031276
isoangustone A	CID21591148
isoascorbic acid	CID54675810
isobavachalcone	CID05281255
isobavachin	CID00193679
isoborneol	CID00064685
isoborneol glucuronide	CID00191872
isobutyl-4-hydroxybenzoate	CID00020240
isobutyl alcohol	CID00006560
isobutyl nitrite	CID00010958
isobutylparaben	CID00020240
isobutyraldehyde	CID00006561
isobutyric acid	CID00006590
isobutyronitrile	CID00006559
isobutyryl-coenzyme A	CID03036931
isocaproaldehyde	CID00000129
isocaproic acid	CID00012587
isocarbophos	CID00090479
Isocarboxazid	CID00003759
isoconazole	CID00003760
isocoproporphyrin	CID00169785
isocoumarin NM-3	CID05493470
isocupressic acid	CID06438138
Isocyanates	SID85083101
isocytisoside	CID00160749
Isoetharine	CID00003762
isoeugenol	CID00853433
isofagomine	CID00447607
isofenphos	CID00032872
isoflavanone	CID00160767
Isoflavones	SID53790786
Isoflurane	CID00003763
Isoflurophate	CID00005936
isohelenin	CID00605266
isoimperatorin	CID00068081
Isoindoles	SID251963982
Isoleucine	CID00006306
isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone	SID99222725
isolevin	CID00162028
isoline	CID00185716
isoliquiritigenin	CID00638278
isoliquiritigenin 2'-methyl ether	SID144087447
isomalathion	CID00091529
isomenthol	CID06432468
isomenthone	CID00006986
isomethyleugenol	CID00637776
Isoniazid	CID00003767
isonicotinamide	CID00015074
Isonicotinic Acids	CID00005922
isonicotinyl-NAD	CID129320363
isonitrosoacetone	CID06399095
isooctyl acrylate	CID00165746
isopentenyl pyrophosphate	CID00001195
isopentyl alcohol	CID00031260
isopentyl ferulate	CID14589006
isophorone	CID00006544
isophorone diisocyanate	CID00169132
isophthalate	CID05461079
isopimpinellin	CID00068079
isoprene	CID00006557
isopropamide iodide	CID00006284
isopropyl 4,4'-dibromobenzilate	CID00028936
isopropyl 4-hydroxybenzoate	CID00020161
isopropyl 5,12-hydroxypentadeca-8,10-dien-6,14-diynoate	CID46926878
isopropyl-9H-thioxanthen-9-one	CID09795026
isopropylmethanesulfonate	CID00013551
isopropyl methylphosphonic acid	CID00015778
isopropyl palmitate	CID00008907
Isopropyl Thiogalactoside	CID00656894
isopropyl thioxanthone	CID00158403
Isoprostanes	SID76715563
Isoproterenol	CID00003779
isoprothiolane	CID00039681
isoproturon	CID00036679
isoquercitrin	CID05280804
Isoquinolines	SID56365866
isorhamnetin 3-O-glucoside	CID05318645
isorhapontigenin	CID05318650
isosafrole	CID00637796
isosakuranetin	CID00160481
isosalipurposide	CID05318659
isoschaftoside	CID03084995
Isosorbide	CID00012597
isosorbide-5-mononitrate	CID00027661
Isosorbide Dinitrate	CID00006883
isospaglumic acid	CID00188803
isostevic acid	CID101621366
isosteviol	CID00099514
isothiazolidinone	SID134224329
Isothiocyanates	SID53787009
Isothiuronium	CID00031429
isotocin	CID10486087
Isotretinoin	CID05282379
isovaleric acid	CID00010430
isoxaben	CID00073672
isoxanthohumol	CID00513197
Isoxazoles	CID00009254
Isoxsuprine	CID00003783
ispinesib	CID06851740
ispronicline	CID09824145
Isradipine	CID00003784
istradefylline	CID05311037
itaconic acid	CID00000811
itopride	CID00003792
Itraconazole	CID00003793
iturelix	CID16130938
IV 2 compound	CID00219104
Ivabradine	CID00132999
ivacaftor	CID16220172
Ivermectin	CID06321424
IWR-1 compound	SID321941750
ixazomib	CID25183872
J 104132	CID00186002
J 113397	CID05311194
jaceosidin	CID05379096
JAI-51	SID172819116
Janus Kinase Inhibitors	SID377766199
jasmine oil	CID92043553
jasplakinolide	CID09831636
jatrorrhizine	CID00072323
JB-788	SID134223525
JBIR-99	CID49817544
JBP 485	SID160778573
JBT-3002	CID11707967
JHW 015	CID04273754
JI-38	SID223369771
jinfukang	SID336286942
JK 1624F2-1	SID53787407
JK184	CID01069686
JNJ 10397049	CID09869934
Josamycin	CID05282165
JP-1302	CID00540335
JP5 jet fuel	SID49856362
JP8 aviation fuel	SID53787926
(+)-JQ1 compound	SID223438190
JTE 013	CID10223146
JTE 607	CID09938544
JTE 907	CID09867770
JTP 4819	CID00178060
